file_path,language,text,label,generator,source,compression_level
data/fake/tamil\fake_tam_1262.wav,Tamil,"அதி விருஷ்டி, அல்லது அநாவிருஷ்டி.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1263.wav,Tamil,யூகியின் திட்டங்கள் வயந்தகனால் உதயணனுக்கு விவரிக்கப் பெற்றன.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1264.wav,Tamil,"அவனைக் கண்டதும் குதிசைகள் நான்கும் அவனைச் சுற்றி வட்டமாக நின்று நாட்டியமாடுவன போல், துள்ளிக் குதித்தன.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1265.wav,Tamil,நூல் தீருகிறவரை கழி சுற்றிக் கொண்டேயிருக்கும் என்றேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1266.wav,Tamil,"சமயமும் சூழ்நிலையும் எதிர்பாராத துன்பங்களைத் தரும்போது, எதிர்பாராத துணிவையும் மனிதனுக்குக் கொடுத்து விடுகின்றன.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1267.wav,Tamil,"கருவும் கெட்டு, அதைத் தாங்கிய உடம்பும் கெடுகிறது.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1268.wav,Tamil,"ஒன்றும் பேசாமல், சர்மாவின் நெற்றியையும், மார்பையும் தொட்டுப் பார்த்தாள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1269.wav,Tamil,"அடுக்கம் கணவாயின் உச்சியிலிருந்து ஐந்து கல் தொலைவில், தாம் தங்குவதற்கென்று ஒரு மாளிகையை அமைத்தார்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1270.wav,Tamil,"நீங்கள் சாரணர்கள், சாத்தியமான ஒவ்வொரு நுழைவாயிலையும் நீங்கள் தடுக்க வேண்டும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1271.wav,Tamil,இது பக்க உரையாடல்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1272.wav,Tamil,⁠உமைபாலன் தடுமாறிப் போனான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1273.wav,Tamil,சேனாபதி மகளைத் தத்தை அலங்கரித்தாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1274.wav,Tamil,ஒரு பெரிய பிரயத்தனம் செய்து கண்களைத் திறந்தேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1275.wav,Tamil,அவை தரம் குறைந்தவையாக இருந்தால்கூட நாம் அதை வெளியில் கூறுவதில்லை வாங்காமலும் இருப்பதில்லை!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1276.wav,Tamil,அவல் ஆலையின் உரிமையாளராக இருந்த கடைசி தனிப்பட்ட நபரும் அவர் தான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1277.wav,Tamil,⁠அருகில் ஒதுங்கி நின்ற உமைபாலன் ஏன் அப்படித் துடித்தான்?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1278.wav,Tamil,இனி நாம் கோயிலுள் நுழையலாம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1279.wav,Tamil,அது உலகப் புகழ் பெற்ற விஞ்ஞானிகளையும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1280.wav,Tamil,"உண்ணா விரதம் இருந்தால், உடல் இலேசாக மாறுகிறது.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1281.wav,Tamil,நேரம் ஆக ஆக அது அதிகமாகக் கேட்டது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1282.wav,Tamil,ஒரு நிமிடத்தில் பைகளுடன் நாங்கள் கீழே இருப்போம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1283.wav,Tamil,மாத்திரத்தி லேமனக் கிலிபிடிப்பார்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1284.wav,Tamil,இப்பனியில் நடப்பதுதான் இங்குள்ள வர்களுக்கு ஒரு வினோதமாகும்! என்று தைரியம் சொன்னார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1285.wav,Tamil,லென்ஸ் விதியைக் கூறுக.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1286.wav,Tamil,"ஏன் ஐயா, எங்க பள்ளிக்கூடத்துக் கணக்கு வாத்தியார்கிட்டே நீங்க காதைத் திருகுற வித்தையைக் கத்துக்கிட்டிங்களோ?... ம்!.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1287.wav,Tamil,இந்த தரவரிசையில் தோள்பட்டை மற்றும் கை கோடுகள் இருந்தன.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1288.wav,Tamil,"ஆதலால், அறிவுக்கு மொழியெல்லையில்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1289.wav,Tamil,அவர்கள் பேசும் ஆங்கிலம் எனக்கு விளங்குவது இல்லை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1290.wav,Tamil,"அமெசான்கள் நெடிய உருவத்துடன், வெண்மையான உடைகளணிந்து, ஒவ்வொருவரும் வில்லும் தூணியும் தாங்கிச் செல்வதை அவன் கண்டான்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1291.wav,Tamil,ஆனால் சன் யாட் சன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1292.wav,Tamil,தெருவார்கள் ஊரார்கள் இதையறிந்தால்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1293.wav,Tamil,ஒருவர் குறைந்த அளவு தாம் பிறந்த குடியையாவது சிறப்புற வாழச்செய்யவேண்டும் என்பது திருக்குறள் நெறி.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1294.wav,Tamil,தந்தை மகனுக்குச் செய்ய வேண்டிக உதவிகளுக்கு ஏற்றவாறு.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1295.wav,Tamil,"லிவர்பூல் ஸ்ட்ரீட் ஸ்டேஷன், லண்டன் பிரிட்ஜ் மற்றும் ஆக்ஸ்போர்டு சர்க்கஸ் உள்ளிட்ட இடங்கள் லண்டனில் உள்ளன.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1296.wav,Tamil,இந்த வேட்டுவக் கோலத்தைத் தேடித்தான் நான் பல தலங்களுக்குச் சென்றேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1297.wav,Tamil,எருமை ஒன்றைப் பிணத்தைச்சுற்றி மூன்று முறை வலமாக இழுத்துவருவர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1298.wav,Tamil,எள்ளும் பச்சரியும்போல் இருக்க வேண்டும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1299.wav,Tamil,"ஆனால், அவை உயர்ந்த தரத்தைச் சார்ந்தவையல்ல என்று ஆங்கில்வணிகர்கள் கூறினர்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1300.wav,Tamil,"பிரகாரத்தைச் சுற்றிக் கொண்டு சன்னதியை அடைந்த போது, அங்கு கண்ட காட்சி பாபுவிற்கு வியப்பை அளித்தது.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1301.wav,Tamil,அவள் மனத்தில் நரவாண தத்தனைப் பற்றிய ஒரே நினைவுதான் இருந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1302.wav,Tamil,படித்தவர்கள் செய்த தவறுகளின் பயனே ஆட்சிமுறைகள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1303.wav,Tamil,புகழ் பெற்றிருந்த பழைய லங்கா தகனக் காட்சிகளை அப்பாவி இலங்கைத் தமிழர்கள் நிதர்சனமாக அனுபவித்துக் கொண்டிருந்தனர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1304.wav,Tamil,அழகான கலைக்கு அற்புதமான மெருகு ஏற்றுவது கலைஞன் கையில் இருக்கிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1305.wav,Tamil,வண்டிக்கு முன்னால் குதிரையைப் பூட்டுவதால் பின்னால்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1306.wav,Tamil,இவர்கள்தாம் இன்றைய போராட்டத்திற்குரிய மக்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1307.wav,Tamil,ராஜாஜியைப் பரிதாபகரமாகப் பார்த்தேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1308.wav,Tamil,எந்தக் கதையை எடுத்தாலும் கல்யாணத்தோடு முடிக்க வேண்டுமென்று நினைப்பது நம் நாட்டு வழக்கம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1309.wav,Tamil,இந்த புத்திளம் அயிஷாவோ அப்படியல்ல.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1310.wav,Tamil,"அதில் கலந்து கொண்ட தொண்டர்படை அதிகாரிகள் தான்பிரீன், ஸின்டிரீஸி, லிமஸ் ராபின்ஸன், எர்னி ஒ மல்லி, ஸின்ஹோகன் ஆகியோர்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1311.wav,Tamil,"தெலுங்கில் ஹரிச்சந்திரனாக நடித்த கே. ஸ்ரீனிவாசன் என்பவர், எங்கள் சபையை விட்டகன்று நெல்லூர் போய்ச் சேர்ந்து விட்டார்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1312.wav,Tamil,டால்ஸ்டாய் தனது தமையன் கூறும் மற்றொரு செய்தியை குறிப்பிடுகிறார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1313.wav,Tamil,இதைப் பலவிடங்களில் நினைப்பூட்டுகிறார் அருணகிரியார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1314.wav,Tamil,அதுபோல நாம் திசை தெரியாமல் போய்விடாதிருக்கக் கடவுளிடத்தில் நம்மை கட்டிப் போட்டுக் கொள்ளவேண்டும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1315.wav,Tamil,"சத்துவம் ராஜசம், தாமசம் என்ற மூன்று குணங்களும் சேர்ந்து மனம் அமைந்திருக்கிறது.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1316.wav,Tamil,ஏதன் போர்க்கு ஆதனாய் அகப்பட்டாற்போல்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1317.wav,Tamil,நாம் குருடர்களாகத்தான் இருக்கிறோம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1318.wav,Tamil,இசைக்குழுவின் ஒருங்கிணைப்பு அதன் தொழில்பயணம் முழுவதும் பிரச்சனை நிறைந்தது என்பதை நிரூபித்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1319.wav,Tamil,வட்ட இயக்கம் சார்ந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1320.wav,Tamil,என்று சித்திராபதி தொடுத்த வினாவுக்கு அவள் தந்த விடை யாருமே எதிர் பார்க்கவில்லை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1321.wav,Tamil,அறுக்கப் பிடித்த ஆடுபோல.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1322.wav,Tamil,"செய் பு செய்பு, செய் ஊ செய்யூ என்பனபோல், செய் ஆ செய்யா எனக் கருத்து கொள்ளல் வேண்டும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1323.wav,Tamil,என்னை திருப்பத்துர் சப் ஜெயிலுக்குக் கொண்டு சென்றார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1324.wav,Tamil,பூபாலன் சிலைபோல அப்படியே மயக்க நிலையில் நின்று விட்டான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1325.wav,Tamil,தெளிவளிக்க இருட்கதவை உடைத்தெறிந்தான் பரிதி!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1326.wav,Tamil,தாய் ஏதோ தன் தந்தையிடம் பேசுவதும் அவனுக்கு இலேசாகக் கேட்டது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1327.wav,Tamil,உலகம் என்பது உயர்ந்தோர் மாட்டே.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1328.wav,Tamil,ஆதலால் ஊழை எதிர்த்துப் போராடும் ஆற்றலுடையதாக மானுடத்தை ஆக்க விரும்புகின்றார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1329.wav,Tamil,இதையும் நான் மறுக்கிறேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1330.wav,Tamil,நவீன உலகிலே நடை பெறும் தவறான போதனைகளே மனிதனின் மயக்கத்திற்குக் காரணமாயுள்ளன.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1331.wav,Tamil,அவர் உதவியுடன் துறைமுகப் பகுதியிலுள்ள நமது ஒட்டல் எலிசபெத்திற்கு எல்லோரும் போய் விடுங்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1332.wav,Tamil,அகத்திலே ஆயிரம் காய்த்தாலும் புறத்திலே பேசலாமா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1333.wav,Tamil,மற்றொரு கம்பெனிக்குப் பையன்களைக் கடத்திக் கொண்டுபோவது சாதாரணமாக நிகழ்ந்து வந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1334.wav,Tamil,புத்தர் என்ன செய்வார்?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1335.wav,Tamil,முதியவர்கள் பலர் மண்ணில் மறைந்துவிட்டனர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1336.wav,Tamil,சத்தியாக்கிரகத்தை ஓர் இயக்கமாக்கி அதனால் பிரிட்டிஷ் அரசுக்குத் தொல்லைகளை உருவாக்கக் கூடாது என்று அவர் எண்ணினார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1337.wav,Tamil,திருமாலின் புகழைப் பாடினர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1338.wav,Tamil,அதுதான் எனக்கும் ஆசையா இருக்கிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1339.wav,Tamil,தலைவி சொன்னாள். சங்கிலி அமர்ந்தாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1340.wav,Tamil,என்னுளத்தில் தன்வடிவம் இட்டஎழில் மங்கை,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1341.wav,Tamil,இந்த முறையை அரசுகள் தவறாது காப்பாற்ற இது வேண்டும்!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1342.wav,Tamil,ஒருவர் தனது ஆண்களின் சாதாரண பார்வையால் சுமார் ஐயாயிரம் விண்மீன்களை மட்டுமே பார்த்து வந்தார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1343.wav,Tamil,கொழும்பு முதலிய தூர தேசத்திலிருந்தும் சிலர் பணம் அனுப்பினர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1344.wav,Tamil,நான்தான் கேமேன் தீவுகளில் இருந்து வரும் போதைப் பொருள்களை வாங்கி கனடாவுக்குள் கொண்டு போவதைத் தடுத்தவன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1345.wav,Tamil,மருதப்பா புருஷோத்தமனக நடிப்பார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1346.wav,Tamil,அவர் ஜெர்மனியில் இந்த வார்த்தை சொன்னார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1347.wav,Tamil,வட பக்கத்திலே இந்தக் களிற்றின் இளைய களிறாகிய முருகன் உட்கார்ந்திருக்கிறான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1348.wav,Tamil,"நாவல் ஆர்ட் பிரிண்டர்ஸ், சென்னை",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1349.wav,Tamil,அந்த விக்கிரகம் உயரமான ஓர் இடத்தில் அமைக்கப்பட்டிருந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1350.wav,Tamil,ஒரு மனிதனுக்கு கிடைக்கக் கூடிய பெரிய மரியாதை இதை விட எது?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1351.wav,Tamil,"கோடை காலத்தில் கொசுக்கள எரிச்சலூட்டும், அவை நோய்களையும் பரப்பக்கூடும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1352.wav,Tamil,மின்னழுத்தம் அதிகமாகும் பொழுது உருகி மின்னோட்டத்தைத் துண்டிக்கும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1353.wav,Tamil,"ரேஷன் கஷ்டம், ஆபீஸ் வேலை, இண்டியன் யூனியன்...... உன்னை வந்து கேட்கிறேனே, என்னைச் சொல்லு!",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1354.wav,Tamil,வெளிநாட்டரசர்களும் வருகின்ற நேரம். மந்திரி நாட்டின்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1355.wav,Tamil,அப்படி ஒரு வெறியை பக்தர் ஒருவருக்கு உண்டாகிய திருப்பதி தான் ஆழ்வார் திருநகரி என்னும் குருகூர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1356.wav,Tamil,லஞ்சம் வாங்குபவர்களைத் தண்டிப்பதைவிடக் கொடுப்பவர்களைத்தான் தண்டிக்க வேண்டும் என்று ஒரு போடு போட்டார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1357.wav,Tamil,வீட்டுக்குள் இருப்பவனுக்கு வீதியில் இருக்கிற பொருள் தெரியாதபடி தடுக்கின்றது சுவர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1358.wav,Tamil,"இனிய செல்வ, நமது காங்கிரஸ் நண்பர்கள் எண்ணிப் பார்த்து மறைமலையடிகள் பெயரை ஏற்பது பெருமை தரும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1359.wav,Tamil,அட்டை மாதிரி உறிஞ்சுகிறான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1360.wav,Tamil,தூக்குனங்குருவி குரங்குக்குப் புத்தி சொன்னது போல,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1361.wav,Tamil,சார்ல்ஸ்டவுனில் லைட் அப் சார்ல்ஸ்டவுன்தான் விழாவின் தொடக்க நிகழ்ச்சி.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1362.wav,Tamil,அவனுக்கு அஞ்சாத உயிரே கிடையாது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1363.wav,Tamil,"ஒருவருக்கொருவர் தேவைப்பட்டவர்களாக, ஒருவரையின்றி மற்றொருவர் இல்லை என்கிற அளவுக்கு வாழ்நிலை அமைந்தது.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1364.wav,Tamil,லீலா எங்கே அண்ணா இன்றைக்கு இவ்வளவு சீக்கிரமாய்ப் புறப்பட்டு விட்டீர்கள்?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1365.wav,Tamil,சொத்தைப் பல்லைச் சுரண்டிய படியே,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1366.wav,Tamil,திறமையும் அழகுணர்ச்சியும் மிக்க ஓவியன் தன் இளமைப் பருவத்தில் அனுராகக் கனவுகள் மிதக்கும் மனநிலையோடு தீட்டியது போன்ற முகம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1367.wav,Tamil,பொருள்களிலேயே உள்ளார்ந்து இருக்கும் நியதிகளால் பொருள் இயக்கம் தோன்றுகிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1368.wav,Tamil,சூரியனுடைய சத்து நெருப்பு.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1369.wav,Tamil,காலம் அறிந்து செய்க!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1370.wav,Tamil,அவன் மடிந்தான் என்றே மற்றவர்கள் கருதினார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1371.wav,Tamil,பேச்சுரிமையைக் காக்கும் களம் அது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1372.wav,Tamil,"முருகனையும் சண்முகனையும் வணங்கி விட்டு உட்பிராகாரத்தைச் சுற்றினால், ஈசான்ய மூலையில் ஒரு கம்பீரமான வடிவம் நிற்கும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1373.wav,Tamil,காங்கிரசிற்கு ராஜாஜி வேண்டாம் என்று திரு காமராஜ் அவர்களும் மற்றும் சிலரும் வாதாடினார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1374.wav,Tamil,பரிசுச் சீட்டுகள் பெரும்பாலும் ஏழைகள் தான் வாங்குகிறார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1375.wav,Tamil,அக்கோயிலும் அங்குள்ள இன்ப வடிவங்களும் என் நினைவில் என்றும் பசுமையாக இருக்க வேணும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1376.wav,Tamil,"வகை ஒன்று, வியூகச் சிறப்பு அணுப் பொருள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1377.wav,Tamil,அப்படிக் கடந்து சென்று கொண்டிருந்த ஒரு குதிரை அவன் அருகிலே நின்றது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1378.wav,Tamil,படத்தைக் கண்டவுடன் குறிப்பைத் தெரிந்துகொண்டு உதயணன் வினாவினால் செய்தியைச் சொல்லிவிடுமாறும் சாங்கியத் தாய்க்குக் கூறினான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1379.wav,Tamil,ஊசலின் நீளம் என்றால் என்ன?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1380.wav,Tamil,இத்தனை பேர் பெண்டுகளில் என் பிள்ளைக்கு ஒரு தாய் இல்லை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1381.wav,Tamil,அதற்கென்று ஒரு சில முறைகளையும் குறிப்புக்களையும் தெரிந்து கொள்வது இன்றியமையாததாகும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1382.wav,Tamil,"ஆனால், அந்த மாயவாதிகள் இந்நேரம் எங்கே ஓடி ஒளிந்தார்களோ அந்தக் குருடன் மட்டும் கூட்டாளிகளே!",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1383.wav,Tamil,இவற்றைப் பற்றி எல்லாம் எண்ணுகையில் நமக்கு ஆக்க வேலைகள் எவற்றிலும் கவனம் செல்லுவதில்லை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1384.wav,Tamil,இச்சண்டைகளால் மனிதம் இழக்கப்படுகிறது!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1385.wav,Tamil,நூல்களை மிக மலிவாக வெளியிட எப்படி முடிகிறது?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1386.wav,Tamil,எனச் சிலர் கேட்பர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1387.wav,Tamil,இல்லை கொஞ்ச தூரம் போனதும் சரியாகிவிட்டது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1388.wav,Tamil,அவருடைய வைரச் சங்கிலியை நான் வேலை பார்த்தபோதே திருடி வந்து விட்டதாகப் பழி சுமத்துவது அபாண்டப் பொய்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1389.wav,Tamil,மாம்பழம் விளாம்பழம் வந்த வழியில்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1390.wav,Tamil,அதிகக் கடினமான வேலைகளைச் செய்யக் கூடாது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1391.wav,Tamil,சிந்தனையற்ற சாதாரண ஜனங்கள் மனிதனின் நன்மை அவன் உடல் சம்பந்தமான மிருக வாழ்வின் நலன்தான் என்று கருதுவார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1392.wav,Tamil,"முன் செய்ததன் பயனாகிய பேறு, பாக்கியம், சற்றும் இல்லாதவன் நான்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
